S.No,Unique ID,Stretch,Scheme,Package,SPV/Company,Company CIN,Developer,Developer CIN,State,Mode,Project Status,NH/SH,NH/SH No,Phase,Lane,Stretch (Kms),Lane Kilometer,RFP,RFQ,Letter Of Award,Concession Period (Years),Construction Period (Months),Concession Agreement Signed,Financial Closure,Construction Commencement,Scheduled Project Completion,Anticipated Completion,Provisional Commercial Operation Date,Actual Completion,Basis Of Award,Annuity (Rs.Cr),Grant (Rs.Cr),Negative Grant (Rs.Cr),Project Cost (Rs.Cr),Revised Project Cost (Rs.Cr),Dev Cost (Rs.Cr),Equity (Rs.Cr),Long Term Loan (Rs.Cr),Debt (Rs.Cr),Incremental Cost (Rs.Cr),TPC per km (Rs.Cr),Time Overrun (Months),Independent Engineer,Other members,Remarks,Project Name
178,,Chikknahalli - Hullahalli,NH (O),Bypass to Holenarasipura Town,,,,,Karnataka,EPC,Under Bidding,National Highway,373,,,10.3,,Jun-2024,,,7,24,,,,,,,,,0.00,0.00,0.00,430.68,0.00,0.00,0.00,0.00,0.00,,41.81,,,,Design (km 87.280 - km 97.580);,Construction of Bypass to the Holenarasipura Town from Km 87.280 (near Chikknahalli) to Km 97.580 (Near Hullahalli) on NH-373 in the State of Karnataka on EPC mode under NH(O) Annual Plan 2023-24.
179,,Vettavalam Bypass,,,,,,,Tamil Nadu,EPC,Under Bidding,National Highway,38,,4,4.465,17.86,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 0.00 to km 4.465);,Construction of Four Lane Bypass to Vettavalam Town from Ch.0/0 to Ch.4/465 (Starting at Km 104/850 and ending at Km 109/190 of NH 38 Mangalore – Villupuram Road) under AP-2024-25 in the State of Tamil Nadu
180,N/05020/01002/TN,Melur - Pilayarpatti - Karaikudi,Bharatmala Pariyojana,,,,KMC Constructions Ltd,U45200TG1993PLC015200,Tamil Nadu,EPC,Under implementation,National Highway,"36, 383",Phase - 1,4,45.86,183.44,May-2018,,Feb-2019,6,24,Mar-2019,,Mar-2020,Mar-2022,Jan-2025,,,,0.00,0.00,0.00,659.03,1103.86,0.00,0.00,0.00,0.00,,24.07,36,SA Infrastructure Consultants Pvt Ltd,JSR Infra Developers Pvt,Design (From km 0.000 of NH 38 - km 45.860 of NH 383 Ext.);,"Construction of Four-Lane divided Highway from Melur (Design km. 0.000/Existing km. 99.92 of NH-38) to Karaikudi (Design km 45.860 /Existing km. 12.900 of NH-383 Ext.) (Design Length- 45.860 km) in the State of Tamil Nadu under Bharatmala Pariyojana on Engineering, Procurement & Construction (EPC) Mode"
181,,Hassan - Adihally,Bharatmala Pariyojana,Package - 1,,,,,Karnataka,EPC,Under Bidding,National Highway,375,,4,37,148,Dec-2022,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 0.000 - km 37.000);,Construction of four laning with paved shoulder from Hassan to Adihalli EC-20 Ch. Km 0.000 Hassan to Ch. Km 37.000 Adihalli Village under Bharatmala Pariyojana on EPC Mode in the state of Karnataka (Package- I)
182, N/04002/20002/KL ,Kazhakuttam Jn. - Technopark Jn.,Bharatmala Pariyojana,Elevated IT Corridor,,,RDS Project Ltd,U51909DL1992PLC049570,Kerala,EPC,Completed,National Highway,66,Phase - 1,4,2.72,10.88,Mar-2018,,Sep-2018,,24,,,Apr-2019,Apr-2021,May-2022,,Jul-2023,,0.00,0.00,0.00,195.00,0.00,317.31,0.00,0.00,0.00,122.31,71.69,27,"LN Malviya Infra Projects Pvt Ltd,Intratech Civil Solutions & Consultant",Cherian Varkey Construction Company,Design (km 547.080 - km 549.801);,Construction of new 4 lane Elevated Highway (2x10.50m) wide twin two Lane structures) including approaches and service roads connecting Kazhakuttom Junction & Technopark of NH-47 (New NH-66) from KM 547.080 to KM 549.801 in the State of Kerala on EPC mode
183,N/07052/01006/TN,Chennai Port - Maduravoyal,Bharatmala Pariyojana,Double Tier Corridor (Package - 1),,,J Kumar Infraprojects Ltd,L74210MH1999PLC122886,Tamil Nadu,EPC,Under implementation,National Highway,48,Phase - 1,4,4.946,19.784,Jul-2022,,Jul-2023,12.5,30,Sep-2023,,Nov-2023,May-2026,,,,,0.00,0.00,0.00,915.00,1388.59,0.00,0.00,0.00,0.00,,280.75,NA,LEA Associates South Asia Pvt. Ltd.,Azvirat Ltd Liability Company,Design (km 0.342 - km 4.604);,"Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from Km -0+342 to Km 20+223 on EPC mode under Bharatmala Pariyojana in the State of TamilNadu Package 1 (Km -0+342 to Km 4+604) on Engineering, Procurement & Construction (EPC) Mode."
184,N/07052/01003/TN,Chennai Port - Maduravoyal,Bharatmala Pariyojana,Double Tier Corridor (Package - 3),,,J Kumar Infraprojects Ltd,L74210MH1999PLC122886,Tamil Nadu,EPC,Under implementation,National Highway,48,Phase - 1,4,4.485,17.94,Jul-2022,,Jul-2023,12.5,30,Sep-2023,,Nov-2023,Sep-2024,May-2026,,,,0.00,0.00,0.00,865.00,1299.36,0.00,0.00,0.00,0.00,,289.71,6,LEA Associates South Asia Pvt. Ltd.,,Design (km 9.700 - km 14.185);,"Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from Km -0+342 to Km 20+223 on EPC mode under Bharatmala Pariyojana in the State of Tamil Nadu_Package-III (Km 9+700 to Km 14+185) On Engineering, Procurement & Construction (EPC) Mode"
185,N/07052/01005/TN,Chennai Port - Maduravoyal,Bharatmala Pariyojana,Double Tier Corridor (Package - 2),,,J Kumar Infraprojects Ltd,L74210MH1999PLC122886,Tamil Nadu,EPC,Under implementation,National Highway,48,Phase - 1,4,5.09,20.36,Jul-2022,,Jul-2023,12.5,30,Sep-2023,,Nov-2023,May-2026,May-2026,,,,0.00,0.00,0.00,1015.00,1616.97,0.00,0.00,0.00,0.00,,317.68,NA,LEA Associates South Asia Pvt Ltd,,Design (km 4.604 - km 9.700);,"Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from Km-0+342 to Km 20+223 on EPC mode under Bharatmala Pariyojana in the State of Tamil Nadu Package-II (Km 4+604 to Km 9+700) on Engineering, Procurement & Construction (EPC) Mode."
186,N/07052/01004/TN,Chennai Port - Maduravoyal,Bharatmala Pariyojana,Double Tier Corridor (Package - 4),,,J Kumar Infraprojects Ltd,L74210MH1999PLC122886,Tamil Nadu,EPC,Under implementation,National Highway,48,Phase - 1,4,6.408,25.632,Jul-2022,,Jul-2023,12.5,30,Sep-2023,,Nov-2023,May-2026,May-2026,,,,0.00,0.00,0.00,865.00,1299.36,0.00,0.00,0.00,0.00,,202.77,NA,LEA Associates South Asia Pvt. Ltd.,AzVirat Ltd Liability Company,Design (km 14.185 - km 20.593);,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package IV from (Km 14.185 to Km 20.593)
187,N/02002/15001/KA ,Davanagere - Haveri,NHDP,Package - 1,Ircon Davanagere Haveri Highway Ltd,U45500DL2017GOI317401,Ircon International Ltd,,Karnataka,PPP HAM,Provisionally Completed,National Highway,48 (Old -4) ,V,6,78.92,473.52,Mar-2017,,Mar-2017,17.5,30,Jun-2017,,Jan-2018,Jul-2020,Mar-2025,May-2021,,,0.00,0.00,0.00,1177.00,1454.67,0.00,217.05,502.76,0.00,,18.43,,"URSS Scott Wilson India Pvt Ltd,G Eng Advisory Services Pvt Ltd",,"Design (260.000 - km 338.923);
PCOD - May 2021;",Davanagere - Haveri of NH-48 (Old NH-4) from km. 260.00 to km. 338.923
188,,Davanagere - Haveri,Bharatmala Pariyojana,Package - 1B,,,Dilip Buildcon Ltd,L45201MP2006PLC018689,Karnataka,EPC,Completed,National Highway,48,,6,6.85,41.1,,,Feb-2018,2,24,,,Feb-2018,Feb-2020,Jun-2020,,Jun-2022,,0.00,0.00,0.00,140.04,157.23,0.00,0.00,0.00,0.00,,22.95,28,,,"Design (km 275.600 - km 282.450);
PCOD - December 2020;",Davanagere - Haveri Section (Package - 1B)
189,,Davanagere - Haveri,,Package - 2,,,Dilip Buildcon Ltd,L45201MP2006PLC018689,Karnataka,EPC,Completed,National Highway,48,,6,40.367,242.202,,,Jan-2018,2,24,,,Jan-2018,Jan-2020,May-2020,,Jun-2022,,0.00,0.00,0.00,321.90,0.00,0.00,0.00,0.00,0.00,,7.97,29,,,"Design (km 298.56 - km 338.923);
COD - June 2022;
PCOD - December 2020;",Davanagere - Haveri Section (Package - 2)
190,N/07068/01001/AP,Dedicated Port road - Krishnapatnam Port,Bharatmala Pariyojana,Package - 1,,,VDB Projects ( P) Ltd,,Andhra Pradesh,EPC,Under implementation,National Highway,67,Phase - 1,6,18.98,113.88,,,Mar-2018,,,Apr-2018,,Dec-2018,Nov-2024,May-2025,,,,0.00,0.00,0.00,254.43,0.00,348.72,0.00,0.00,0.00,94.29,13.41,4,"Yongama Engineering Pvt Ltd,Sterling Indo Tech",,Design (km 0.000 - km 18.000);,Dedicated Port road - Krishnapatnam Port (Package - 1)
191,,Girmapur - Reddipalle,NH (O),Package - 1,,,,,Telangana,EPC,Under Bidding,National Highway,,,4,34.518,138.072,Dec-2024,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (0.00 to 33.00),Development of 4-Lane Access Controlled Greenfield Regional Expressway on Northern side of Hyderabad from Girmapur village (Design Ch.-1+518) to Reddipalle village (Design Ch.33+000) for a design length of 34.518 Km in the state of Telangana under NH(O) on EPC Mode (Package-I)
192,,Islampur - Pragnapur,NH (O),Package - 3,,,,,Telangana,EPC,Under Bidding,National Highway,,,4,23,92,Dec-2024,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (59.000 to 82.000),Development of 4-Lane Access Controlled Greenfield Regional Expressway on Northern side of Hyderabad from Islampur village (Design Ch.59+000) to Pragnapur village (Design Ch.82+000) for a design length of 23.000 Km in the state of Telangana under NH(O) on EPC Mode (Package-III)
193,,Pragnapur  - Rayagiri,NH (O),Package - 4,,,,,Telangana,EPC,Under Bidding,National Highway,,,4,43,172,Dec-2024,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 82.00 to km 125.00),Development of 4-Lane Access Controlled Greenfield Regional Expressway on Northern side of Hyderabad from Pragnapur village (Design Ch.82+000) to Rayagiri village (Design Ch. 125+000) for a design length of 43.000 Km in the state of Telangana under NH(O) on EPC Mode (Package-IV)
194,,Rayagiri  - Tangad Palle,NH (O),Package - 5,,,,,Telangana,EPC,Under Bidding,National Highway,,,4,35,140,Dec-2024,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 125.00 to km 160.00);,Development of 4-Lane Access Controlled Greenfield Regional Expressway on Northern side of Hyderabad from Rayagiri village (Design Ch.125+000) to Tangad Palle village (Design Ch. 160+000) for a design length of 35.000 Km in the state of Telangana under NH(O) on EPC Mode (Package-V)
195,,Reddipalle  - Islampur,NH (O),Package - 2,,,,,Telangana,EPC,Under Bidding,National Highway,,,4,26,104,Dec-2024,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 33.000 to km 59.000);,Development of 4-Lane Access Controlled Greenfield Regional Expressway on Northern side of Hyderabad from Reddipalle village (Design Ch.33+000) to Islampur village (Design Ch.59+000) for a design length of 26.000 Km in the state of Telangana under NH(O) on EPC Mode (Package-II)
196,,Gudebellur - Jn. with Palamur University,NH (O),,,,,,Telangana,PPP HAM,Under Bidding,National Highway,167N,,4,80.01,320.04,Dec-2024,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 182.930 - km 262.940);,Development of 4-Laning of Gudebellur (Design Km. 182+930) to Junction with NH 167N (Bhootpur – Chincholi Road) near Palamuru University (Design Ch. 262+940) in Hyderabad - Panaji section of NH- 167 (Length 80.01km) under NH(O) in the State of Telangana on HAM Mode
197,,Marikal - Palamuru University,NH (O),Hyderabad – Panaji section,,,,,Telangana,PPP HAM,Under Bidding,National Highway,167 N,,4,34.44,137.76,Aug-2024,,,,,,,,,,,,,0.00,0.00,0.00,898.55,0.00,0.00,0.00,0.00,0.00,,26.09,,,,,Development of Four Lane Partial Access Controlled Highway from Marikal (Design Ch. 228+500) to Junction with NH 167N (Near Palamuru University) in Hyderabad – Panaji section of NH-167 (Length 34.44km) under NH(O) in the State of Telangana on Hybrid Annuity Mode
198,,Armoor - Jagtial,NH (O),,,,,,Telangana,PPP HAM,Under Bidding,National Highway,63,,4,63.6,254.4,Nov-2024,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (92.700 to 63.60),"Development of Four laning of Armoor (Design Km. 29.100) to Jagtial (Design Km 92.700) for a length of 63.60 kms ,of NH-63 ,under NH (O) in the state of Telangana on Hybrid Annuity Mode"
199,,Armoor - Metapally,NH (O),,,,,,Telangana,PPP HAM,Under Bidding,National Highway,63,,4,31.4,125.6,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (29.100 to 31.400);,Development of Four laning of Armoor (Design Km. 29.100) to Metapally (Design Km 60.500) of NH-63 (Length 31.40 km) under NH (O) in the state of Telangana on Hybrid Annuity Mode
200,,Jagital - Mancherial,NH (O),,,,,,Telangana,PPP HAM,Under Bidding,National Highway,63,,4,68.295,273.18,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (92.700 to 160.995);,Development of Four laning of Jagtial (Design Km. 92.700) to Mancherial (Design Km 160.995) of NH- 63 (Length 68.295 km) under NH (O) in the state of Telangana on Hybrid Annuity Mode
201,,Jagtial - Mancherial,NH (O),,,,,,Telangana,PPP HAM,Under Bidding,National Highway,63,,4,68.295,273.18,Nov-2024,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (92.700 to 160.995);,Development of Four laning of Jagtial (Design Km. 92.700) to Mancherial (Design Km 160.995) of NH- 63 (Length 68.295 km) under NH (O) in the state of Telangana on Hybrid Annuity Mode
202,,Metapally - Jagtial,,,,,,,Telangana,PPP HAM,Under Bidding,National Highway,63,,4,32.2,128.8,Nov-2024,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 60.500 to 92.700),Development of Four laning of Metapally (Design Km. 60.500) to Jagtial (Design Km 92.700) in Jagtial-Mancherial section of NH-63 (Length 32.200 km) under NH (O) in the state of Telangana on Hybrid Annuity Mode
203,N/04041/02004/AP,Audireddipalle - Mallapalle,Bharathmala Pariyojana,Bengaluru Vijayawada Economic Corridor (Package - 7),Bengaluru-Vijayawada Expressway Package-7 Ltd,U42101MP2023PLC065477,Dilip Buildcon Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,544 G,Phase - I,6,16,96,Jan-2023,,Mar-2023,17,24,Jun-2023,,Mar-2024,Mar-2026,Mar-2026,,,,0.00,0.00,0.00,780.12,987.10,0.00,0.00,0.00,0.00,,61.69,NA,"Altinok Consulting Engineering Inc.,SA Infrastructure Consultant Pvt. Ltd. in association with Marsway Engineering Consultant and Construction services Pvt. Ltd.",,Design (km 160.000 - km 176.000);,Development of Six-Lane Access Controlled Greenfield Highway from Audireddipalle (Ch.160+000) to Mallapalle (Ch. 176+000) of [NH544G] Bengaluru-Vijayawada Economic Corridor on HAM Mode under Bharatmala Pariyojana Phase-I in the State of Andhra Pradesh (Package-07).
204,N/04041/03001/AP,Polavaram - Marripudi,Bharatmala Pariyojana,Bengaluru Vijayawada Economic Corridor (Package - 12),MEIL BV Pkg 12 Roadways Pvt Ltd,U42101TS2023PTC171764,Megha Engineering & Infrastructures Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,544 G,Phase - 1,6,25.5,153,Nov-2022,,Feb-2023,,24,May-2023,,Feb-2024,Feb-2026,Feb-2026,,,,0.00,0.00,0.00,510.39,0.00,747.29,0.00,0.00,0.00,236.90,20.02,NA,"Dhruv Consultancy Services Ltd.,Hexa Co. and in association with M/s Kaius Consulting Pvt. Ltd.,Kaius Consulting Pvt Ltd",,Design (km 260.000 - km 285.500);,Development of Six-Lane Access Controlled Greenfield Highway from Polavaram (Ch. 260+000) to Marripudi (Ch. 285+500) of [NH-544G] Bengaluru – Vijayawada Economic Corridor on HAM Mode under Bharatmala Pariyojana Phase-I in the State of Andhra Pradesh (Package-12 )
205,N/04008/07002/AP,Veera Kaveri Raja Puram - Pondavakkam,Bharatmala Pariyojana,Chittoor - Thatchur Expressway (Package - 3),KNR Ramagiri Infra Pvt Ltd,U45209TG2021PTC155575,KNR Constructions Ltd,,"Andhra Pradesh,Tamil Nadu",PPP HAM,Under implementation,National Highway,716 B,Phase - 1,6,34.66,207.96,Nov-2020,,Sep-2021,17,24,Nov-2021,Mar-2022,Jan-2023,Jan-2025,Jan-2025,,,,0.00,450.17,0.00,954.29,1041.50,0.00,96.15,0.00,384.59,,30.05,1,"Dhruv Consultancy Services Ltd JV,Global Infra Solutions & association with Kaius Consulting Pvt. Ltd.",,Design (km 61.380 - km 96.040);,"Development of Six Lane Chittor- Thatchur Highway from KM 61.380 to 96.040 on Hybrid Annuity Mode under Bharatmala Pariyojana, in the State of Andhra Pradesh and Tamil Nadu (Package III)"
206, N/04029/02001/KA,Devihalli - Hassan,NHDP,,Devihalli Hassan Tollway Ltd ,U45203TN2010PLC075491,L&T Infrastructure Development Projects Ltd,,Karnataka,PPP DBFOT,Completed,National Highway, 75,III A,4,77.22,308.88,,,Mar-2010,30,30,Jun-2010,Jun-2010,Dec-2010,Jun-2013,Feb-2021,Nov-2013,Feb-2021,Grant,0.00,180.18,0.00,453.00,0.00,494.00,90.00,0.00,224.00,41.00,5.87,92,"Sri Infotech,MSV International INC",,"Design (km 110.000 - km 189.500);
PCOD - November 2013;",Devihalli - Hassan
207,,Dharmavaram - Tuni,,,Andhra Expressway Pvt Ltd,U45203DL2001PTC112508,Gammon India Ltd,,Andhra Pradesh,PPP BOT - Annuity,Completed,National Highway,16,I,4,47,188,,,,17.5,30,Oct-2001,,May-2002,Oct-2004,Nov-2004,,Oct-2004,Annuity,27.91,0.00,0.00,212.00,0.00,231.90,29.00,0.00,233.00,19.90,4.51,,Zaidun Leeng - Artefact Projects,Punj Lloyd Ltd,"Design (km 200.000 - km 300.000);
It achieved the Provisional completion certificate on October 2004;",Dharmavaram - Tuni
208,,Dharwad - Hubli,,,,,,,Karnataka,EPC,Completed,National Highway,,I,2,29,58,,,,,,,,,,,,,,0.00,0.00,0.00,159.00,0.00,0.00,0.00,0.00,0.00,,5.48,,,,,Dharwad - Hubli
209,N/02011/07001/TN,Dindigul - Samayanallur,NHDP ,,DS Toll Road Ltd,U23300MH2005PLC154360,Reliance Infrastructure Ltd,,Tamil Nadu,PPP BOT - Toll,Provisionally Completed,National Highway,44,II,4,53.025,212.1,Mar-2005,,Sep-2005,20,30,Jan-2006,,Jul-2006,Sep-2009,Oct-2024,Sep-2009,Sep-2009,Grant,0.00,31.00,0.00,283.50,0.00,415.00,52.00,0.00,332.00,131.50,5.35,,Theme Engineering Services Pvt Ltd,,"Design (km 373.275 - km 426.00); PCOD DATE - SEPTEMBER 2009;
",Dindigul Bypass - Samyanallore from km. 373.275 to km. 426.00
210,,Dindigul - Periakulam - Theni - Kumili,,,Transstroy Dindigul-Theni-Kumuli Tollways Pvt Ltd,U45203TG2010PTC068896,Transstroy (India) Ltd,,Tamil Nadu,PPP BOT - Annuity,Terminated,National Highway,220 & 45E,III,2,133.79,267.58,,Oct-2009,May-2010,20,24,Jul-2010,Jan-2011,Sep-2011,Aug-2013,,,,Annuity,1.52,0.00,0.00,331.00,0.00,485.00,133.18,198.00,198.00,154.00,2.47,,ICT Pvt Ltd,,"Design (km 2.750 - km 73.400) & (km 215.500 - km 273.600);
",Dindigul - Periakulam - Theni - Kumili
211,,Dobbaspet - Magadi,Bharatmala Pariyojana,Bangalore Satellite Town Ring Road (Package - 1)(Phase - 1),,,,,Karnataka,PPP HAM,Under Bidding,National Highway,948 A,Phase - 2,4/6,46.3,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,design (Km. 0.00 - Km. 46.30);,Dobbaspet - Magadi [Bangalore Satellite Town Ring Road] (Package - I)(Phase - I)
212,,Edamon - Kadambattukonam,Bharatmala Pariyojana,Package - 2,,,,,Kerala,PPP HAM,Under Bidding,National Highway,744,,4,38.617,154.468,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 20.730 - km 59.347);,Edamon - Kadambattukonam (Package - 2)
213,N/04002/15002/KL,Edappally - Vyttila - Aroor,NH(O),,,,Ayushajay Construction Pvt td,U45201MP1995PTC009459,Kerala,EPC,Completed,National Highway,66,V,6,16.75,100.5,,,Aug-2008,,,,,Oct-2008,Apr-2010,,,Jan-2011,,0.00,0.00,0.00,667.00,0.00,355.99,0.00,0.00,0.00,-311.01,39.82,9,"Dhruv Consultancy Services,Varad Associates (JV)",,Design (km 342.000 - km 358.750);,Edappally - Vyttila - Aroor Section
214,,Edathanattukara - Karakkunnu,Bharatmala Pariyojana,Greenfield Section (Package - 3),,,,,Kerala,PPP HAM,Under Bidding,National Highway,966,,4/6,26.49,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 61.440 - km 87.930);,Edathanattukara - Karakkunnu Greenfield Section (Package - 3)
215,N/02012/01001/TN,Vadipatti - Thamaraipatti,Bharatmala Pariyojana,Madurai Ring Road (Phase - 1),,,NCC Infrastructure Holdings Ltd,U67110TG2005PLC046367,Tamil Nadu,EPC,Under implementation,National Highway,744 A,Phase - I,4,29.96,119.84,Sep-2018,,Jan-2019,6,24,Feb-2019,,Mar-2020,Mar-2022,Apr-2025,,,,0.00,0.00,0.00,493.02,854.94,0.00,0.00,0.00,0.00,,28.54,36,SA Infrastructure Consultants Pvt. Ltd.,,Design (km 0.000 - km 29.960);,"Four Lane divided carriageway from Vadipatti (Design Chainage 0+000) to Thamaraipatti (Design Chainage 29+960) Stretch of Madurai Ring Road Section of NH-744A on EPC mode under Bharatmala Pariyojana Phase-I in the state of Tamil Nadu on Engineering, Procurement & Construction (EPC) Mode."
216,N/04025/08001/KA,Byrapura - Challakere,Bharatmala Pariyojana,Package - 2,DBL Byrapura Challakere Highways Pvt Ltd,U45309MP2018PTC045514,Dilip Buildcon Ltd,,Karnataka,PPP HAM,Provisionally Completed,National Highway,150A,Phase - 1,4,49.95,199.8,,,Mar-2018,17,24,May-2018,Sep-2018,Dec-2018,Dec-2020,Dec-2024,Jan-2023,,,0.00,0.00,0.00,841.70,0.00,796.77,0.00,0.00,0.00,-44.93,16.85,,URS Scott Wilson India Pvt Ltd,,"Design (308.550 km to 358.500 km);
PCOD - December-2020;
","Four laning from Km. 308.550 to Km. 358.500, Byrapura to Challakere Section of NH-150A, on Hybrid Annuity Mode under Bharatmala Pariyojna in the State of Karnataka."
217,,Bedusupalli - Guruvindapudi,NH (O),,,,,,Andhra Pradesh,PPP HAM,Under Bidding,National Highway,67,,4,58.594,234.376,Dec-2024,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 680.500 to 739.094);,Four laning of Badvel to Nellore section of NH-67 (for connecting Krishnapatnam port) in the state of Andhra Pradesh - Package-II -Starting near Bedusupalli Village (Design Ch.680.500) and ending near Guruvindapudi Village (Design Ch.739.094) with design length of 58.594 kms on Hybrid Annuity Mode under NH(O)
218,,Badvel Gopavaram - Bedusupalli,NH (O),Package - 1,,,,,Andhra Pradesh,PPP HAM,Under Bidding,National Highway,67,,4,49.54,198.16,Dec-2024,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (630.960 to 680.500),Four laning of Badvel to Nellore section of NH-67 (for connecting Krishnapatnam port) in the state of Andhra Pradesh - Package-I -Starting from Badvel Gopavaram Village (Design Ch.630.960) and ending near Bedusupalli Village (Design Ch.680.500) with design length of 49.540 kms on Hybrid Annuity Mode under NH(O)
219,,Yeturu - Guruvindapudi,, Badvel - Nellore section ( Package - 3),,,,,Andhra Pradesh,PPP HAM,Under Bidding,National Highway,67,,4,34.046,136.184,Jul-2024,,,,,,,,,,,,,0.00,0.00,0.00,873.80,0.00,0.00,0.00,0.00,0.00,,25.67,,,,Design (km 705.048 - km 739.094);,Four laning of Badvel to Nellore section of NH- 67 in the state of Andhra Pradesh on Hybrid Annuity Mode -Package-III starting near Yeturu Village (Design Ch.705.048) and ending near Guruvindapudi Village (Design Ch.739.094) with design length of 34.046 kms under NH(O) in the state of Andhra Pradesh
220,,Bedusupalli Village - Yeturu Village,NH(O), Badvel - Nellore section ( Package - II ),,,,,Andhra Pradesh,PPP HAM,Under Bidding,National Highway,67,,4,29.45,117.8,Jul-2024,,,,,,,,,,,,,0.00,0.00,0.00,1009.81,0.00,0.00,0.00,0.00,0.00,,34.29,,,,Design Ch km 675.598 to km 705.048,Four laning of Badvel to Nellore section of NH-67 in the state of Andhra Pradesh on Hybrid Annuity Mode- Package-II starting from Bedusupalli Village (Design Ch.675.598) and ending near Yeturu Village (Design Ch.705.048) with design length of 29.45 kms under NH(O)
221,,Badvel to Nellore,NH(0),Package-II ,,,,,Andhra Pradesh,PPP HAM,Under Bidding,National Highway,67,,4,39.794,159.176,Nov-2023,,,,,,,,,,,,,0.00,0.00,0.00,1094.76,0.00,0.00,0.00,0.00,0.00,,27.51,,,,Design Ch(Km 699.300 to km 739.094),Four laning of Badvel to Nellore section of NH- 67 in the state of Andhra Pradesh on Hybrid Annuity Mode -Package-II starting near Chittalur Village (Design Ch.699.300) and ending near Guruvindapudi Village (Design Ch.739.094) with design length of 39.794 kms under NH(O)
222,,Badvel Gopavaram - Bedusupalli,NH(O), Badvel - Nellore (Package - 1),,,,,Andhra Pradesh,PPP HAM,Under Bidding,National Highway,67,,4,44.638,178.552,Jul-2024,,,,,,,,,,,,,0.00,0.00,0.00,1049.24,0.00,0.00,0.00,0.00,0.00,,23.51,,,,Design (km 630.960 - km 675.598);,Four laning of Badvel to Nellore section of NH-67 in the state of Andhra Pradesh on Hybrid Annuity Mode -Package-I -Starting from Badvel Gopavaram Village (Design Ch.630.960) and ending near Bedusupalli Village (Design Ch.675.598) with design length of 44.638 kms under NH(O)
223,,Belgaum - Dharwad,,Golden Quadrilateral,,,Sunway Construction India Pvt Ltd,U45203KA2001PTC029947,Karnataka,EPC,Completed,National Highway,48,,4,62,248,,,,,,,,Apr-2002,Feb-2004,,,Jun-2007,,0.00,0.00,0.00,279.00,0.00,0.00,0.00,0.00,0.00,,4.50,40,,,Design (km 433.000 - km 495.000);,Four laning of Belgaum - Dharwad section of NH-4 from km 433.00 to km 495.00 
